FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e34,NSW,113,Cowper,517,1,Toormina,Toormina High School,1 Armstrong Dr,,,TOORMINA,NSW,2452.0,POINT (153.085 -30.3512)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e33,NSW,113,Cowper,519,1,Upper Orara,Upper Orara Public School,770 Upper Orara Rd,,,UPPER ORARA,NSW,2450.0,POINT (153.0134512 -30.288844)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e32,NSW,113,Cowper,520,1,Urunga,Urunga Public School,1-3 Bonville St,,,URUNGA,NSW,2455.0,POINT (153.0208529 -30.4950764)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e31,NSW,113,Cowper,521,1,Utungun,Utungun Hall,1147 Taylors Arm Rd,,,UTUNGUN,NSW,2447.0,POINT (152.829 -30.739)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e30,NSW,113,Cowper,522,1,Valla Beach,Valla Beach Community Hall,8 Valla Beach Rd,,,VALLA BEACH,NSW,2448.0,POINT (153.0024636 -30.5916721)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2f,NSW,113,Cowper,523,1,Warrell Creek,Warrell Creek Hall,154 Albert Dr,,,WARRELL CREEK,NSW,2447.0,POINT (152.9053259 -30.7564873)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2e,NSW,113,Cowper,527,1,Willawarrin,Willawarrin Public School,85-91 Main St,,,WILLAWARRIN,NSW,2440.0,POINT (152.6248927 -30.9258568)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2d,NSW,114,Cunningham,1661,1,Austinmer,All Saints' Anglican Church Austinmer,49-51 Moore St,,,AUSTINMER,NSW,2515.0,POINT (150.931 -34.3069)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2c,NSW,114,Cunningham,31754,1,Balgownie,Balgownie Public School,220 Balgownie Rd,,,BALGOWNIE,NSW,2519.0,POINT (150.872 -34.3877)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2b,NSW,114,Cunningham,1662,1,Balgownie Central,Balgownie Village Community Centre,113 Balgownie Rd,,,BALGOWNIE,NSW,2519.0,POINT (150.8795144 -34.3889467)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2a,NSW,114,Cunningham,1664,1,Bellambi,Bellambi Neighbourhood Centre,49A Cawley St,,,BELLAMBI,NSW,2518.0,POINT (150.9168797 -34.3684988)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e29,NSW,114,Cunningham,65460,5,BLV Cunningham PPVC,BLV Cunningham,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500.0,POINT (150.898067 -34.427135)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e28,NSW,114,Cunningham,1668,1,Bulli,Bulli Public School,180-188 Princes Hwy,,,BULLI,NSW,2516.0,POINT (150.91214 -34.32677)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e27,NSW,114,Cunningham,1666,1,Bulli Central,PCYC Bulli,253 Princes Hwy,,,BULLI,NSW,2516.0,POINT (150.9134 -34.33465)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e26,NSW,114,Cunningham,97579,5,Central Sydney CUNNINGHAM PPVC,Central Railway Station,Cnr of Eddy Ave & Pitt St,Ground Floor,Former Coach Terminal,HAYMARKET,NSW,2000.0,POINT (151.2063239 -33.8824351)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e25,NSW,114,Cunningham,1199,1,Coledale,Coledale Public School,699 Lawrence Hargrave Dr,,,COLEDALE,NSW,2515.0,POINT (150.94687 -34.28947)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e24,NSW,114,Cunningham,539,1,Coniston,Coniston Public School,123 Auburn St,,,CONISTON,NSW,2500.0,POINT (150.887 -34.4386)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e23,NSW,114,Cunningham,11499,1,Cordeaux Heights,Unanderra Public School,49 Derribong Dr,,,CORDEAUX HEIGHTS,NSW,2526.0,POINT (150.835 -34.4454)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e22,NSW,114,Cunningham,1678,1,Corrimal,Corrimal District Library & Community Centre,15 Short St,,,CORRIMAL,NSW,2518.0,POINT (150.89813 -34.37543)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e21,NSW,114,Cunningham,1679,1,Corrimal East,Corrimal High School,88B Murray Rd,,,EAST CORRIMAL,NSW,2518.0,POINT (150.91062 -34.37532)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e20,NSW,114,Cunningham,83621,5,Corrimal PPVC,Corrimal District Library & Community Centre,15 Short St,,,CORRIMAL,NSW,2518.0,POINT (150.898103 -34.375455)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1f,NSW,114,Cunningham,65820,5,Dapto CUNNINGHAM PPVC,Dapto Ribbonwood Centre,93-109 Princes Hwy,,,DAPTO,NSW,2530.0,POINT (150.7958292 -34.4975299)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1e,NSW,114,Cunningham,30105,5,Divisional Office (PREPOLL),Divisional Office,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500.0,POINT (150.8981072 -34.4270111)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1d,NSW,114,Cunningham,1682,1,Fairy Meadow,Fairy Meadow Demonstration School,Princes Hwy,,,FAIRY MEADOW,NSW,2519.0,POINT (150.893 -34.3902)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1c,NSW,114,Cunningham,542,1,Figtree,Figtree High School,2 Gibsons Rd,,,FIGTREE,NSW,2525.0,POINT (150.8537 -34.43887)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1b,NSW,114,Cunningham,543,1,Figtree Heights,Figtree Heights Public School,14 St Georges Ave,,,FIGTREE,NSW,2525.0,POINT (150.856 -34.4316)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1a,NSW,114,Cunningham,544,1,Gwynneville,Gwynneville Primary School,10A Acacia Ave,,,GWYNNEVILLE,NSW,2500.0,POINT (150.879339 -34.4180794)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e19,NSW,114,Cunningham,1212,1,Helensburgh,Helensburgh Community Centre,26 Walker St,,,HELENSBURGH,NSW,2508.0,POINT (150.98146 -34.1924)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e18,NSW,114,Cunningham,1213,1,Helensburgh North,Helensburgh Public School,11 Fletcher St,,,HELENSBURGH,NSW,2508.0,POINT (150.98865 -34.18395)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e17,NSW,114,Cunningham,546,1,Keiraville,Keiraville Public School,286 Gipps Rd,,,KEIRAVILLE,NSW,2500.0,POINT (150.873 -34.4147)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e16,NSW,114,Cunningham,550,1,Lake Heights (Cunningham),Lake Heights Public School,302 Northcliffe Dr,,,LAKE HEIGHTS,NSW,2502.0,POINT (150.868 -34.4902)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e15,NSW,114,Cunningham,555,1,Mangerton,Mount St Thomas Public School,12-14 Taronga Ave,,,MANGERTON,NSW,2500.0,POINT (150.8704656 -34.4372815)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e14,NSW,114,Cunningham,553,1,Mount Keira,Edmund Rice College,112 Mount Keira Rd,,,WEST WOLLONGONG,NSW,2500.0,POINT (150.8630174 -34.4199799)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e13,NSW,114,Cunningham,554,1,Mount Kembla,Mt Kembla Public School,323-327 Cordeaux Rd,,,MOUNT KEMBLA,NSW,2526.0,POINT (150.818 -34.4326)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e12,NSW,114,Cunningham,1689,1,Mount Ousley,Mt Ousley Public School,31 McGrath St,,,FAIRY MEADOW,NSW,2519.0,POINT (150.88966 -34.39908)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e11,NSW,114,Cunningham,556,1,Port Kembla,Port Kembla Primary School,18 Gloucester Blvd,,,PORT KEMBLA,NSW,2505.0,POINT (150.9144598 -34.4875692)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e10,NSW,114,Cunningham,557,1,Port Kembla Central,Port Kembla Senior Citizens Centre,cnr Kembla St & Allan St,,,PORT KEMBLA,NSW,2505.0,POINT (150.901 -34.4816)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0f,NSW,114,Cunningham,1696,1,Russell Vale,Russell Vale Public School,3A Terania St,,,RUSSELL VALE,NSW,2517.0,POINT (150.905 -34.3593)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0c,NSW,114,Cunningham,1229,1,Stanwell Park,Stanwell Park Anglican Church Hall,54 Stanwell Ave,,,STANWELL PARK,NSW,2508.0,POINT (150.984638 -34.2291488)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0b,NSW,114,Cunningham,14046,1,Sydney (Cunningham),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0a,NSW,114,Cunningham,1699,1,Tarrawanna,Tarrawanna Public School,33 Kendall St,,,TARRAWANNA,NSW,2518.0,POINT (150.889 -34.3803)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e09,NSW,114,Cunningham,1703,1,Thirroul,Thirroul District Community Centre & Library,352-360 Lawrence Hargrave Dr,,,THIRROUL,NSW,2515.0,POINT (150.91829 -34.31689)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e08,NSW,114,Cunningham,1704,1,Thirroul East,St Michael's Primary School,321-331 Station St,,,THIRROUL,NSW,2515.0,POINT (150.92182 -34.31722)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e07,NSW,114,Cunningham,1705,1,Towradgi,Towradgi Public School,64 Carters Lane,,,FAIRY MEADOW,NSW,2519.0,POINT (150.902 -34.389)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e06,NSW,114,Cunningham,11923,1,Unanderra,St Pius X Primary School,cnr Hargreaves St & Cummins St,,,UNANDERRA,NSW,2526.0,POINT (150.841 -34.4518)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e05,NSW,114,Cunningham,561,1,Unanderra South,Farmborough Road Public School,56 Farmborough Rd,,,UNANDERRA,NSW,2526.0,POINT (150.836 -34.4601)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e04,NSW,114,Cunningham,83549,1,Unanderra West,Cedars Christian College,cnr Waples Rd & Coachwood Dr,,,UNANDERRA,NSW,2526.0,POINT (150.8286702 -34.4552428)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e03,NSW,114,Cunningham,83645,5,Warilla CUNNINGHAM PPVC,2/144 Shellharbour Rd,,,,WARILLA,NSW,2528.0,POINT (150.8594378 -34.5520655)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e02,NSW,114,Cunningham,562,1,Warrawong,Warrawong Public School,127 Cowper St,,,WARRAWONG,NSW,2502.0,POINT (150.878 -34.481)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e01,NSW,114,Cunningham,563,1,Warrawong Central,Warrawong Community Centre,17 Greene St,,,WARRAWONG,NSW,2502.0,POINT (150.886 -34.4846)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e00,NSW,114,Cunningham,565,1,Wollongong,Wollongong Town Hall,93 Crown St,,,WOLLONGONG,NSW,2500.0,POINT (150.8977103 -34.4257176)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dff,NSW,114,Cunningham,34033,5,Wollongong CUNNINGHAM PPVC,3/51 Crown St,,,,WOLLONGONG,NSW,2500.0,POINT (150.8995189 -34.4260568)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfe,NSW,114,Cunningham,83535,1,Wollongong East,Wollongong Public School,67a Church St,,,WOLLONGONG,NSW,2500.0,POINT (150.8962167 -34.4225479)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfd,NSW,114,Cunningham,568,1,Wollongong North,Smith's Hill High School,35-37 Gipps St,,,WOLLONGONG,NSW,2500.0,POINT (150.895 -34.4192)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfc,NSW,114,Cunningham,566,1,Wollongong South,TAFE NSW Wollongong West,36 Gladstone Ave,,,WOLLONGONG,NSW,2500.0,POINT (150.886 -34.4296)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfb,NSW,114,Cunningham,551,1,Wollongong West,Lindsay Park Public School,49 Thames St,,,WEST WOLLONGONG,NSW,2500.0,POINT (150.8617242 -34.4298345)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfa,NSW,114,Cunningham,1235,1,Wombarra,Scarborough Public School,371-381 Lawrence Hargrave Dr,,,SCARBOROUGH,NSW,2515.0,POINT (150.966 -34.266)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df9,NSW,114,Cunningham,1709,1,Woonona,Woonona Public School,5A Gray St,,,WOONONA,NSW,2517.0,POINT (150.906 -34.3465)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df8,NSW,114,Cunningham,1710,1,Woonona Central,Woonona Guide Hall,382 Princes Hwy,,,WOONONA,NSW,2517.0,POINT (150.9063809 -34.3412038)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df7,NSW,114,Cunningham,1711,1,Woonona East,Woonona East Public School,19 Corinda Cres,,,WOONONA,NSW,2517.0,POINT (150.91563 -34.35151)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df6,NSW,115,Dobell,83371,1,Bateau Bay Central,"Gordon Dodd Hall, Nareen Gardens",19 Bias Ave,,,BATEAU BAY,NSW,2261.0,POINT (151.478 -33.3811)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df5,NSW,115,Dobell,574,1,Bateau Bay East,Bateau Bay Public School,2A Waratah St,,,BATEAU BAY,NSW,2261.0,POINT (151.475 -33.3913)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df4,NSW,115,Dobell,11953,1,Bateau Bay South,Banksia Community Hall,7 Sir Joseph Banks Dr,,,BATEAU BAY,NSW,2261.0,POINT (151.462 -33.3862)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df3,NSW,115,Dobell,576,1,Berkeley Vale,Berkeley Vale Public School,6 Pindarri Ave,,,BERKELEY VALE,NSW,2261.0,POINT (151.436 -33.3502)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df2,NSW,115,Dobell,577,1,Berkeley Vale North,1st Berkeley Vale Scout Hall,Myrtle Brush Park,Panorama Pde,,BERKELEY VALE,NSW,2261.0,POINT (151.4339093 -33.3397588)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df1,NSW,115,Dobell,578,1,Blue Haven,Blue Haven Public School,37 Colorado Dr,,,BLUE HAVEN,NSW,2262.0,POINT (151.504 -33.2123)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df0,NSW,135,New England,33752,5,Armidale PPVC,122 Faulkner St,,,,ARMIDALE,NSW,2350.0,POINT (151.6661993 -30.5015616)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2def,NSW,115,Dobell,65450,5,BLV Dobell PPVC,BLV Dobell,Suite 1,34-36 Pacific Hwy,,WYONG,NSW,2259.0,POINT (151.4242053 -33.2865041)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dee,NSW,115,Dobell,583,1,Charmhaven,Charmhaven Community Centre,4 Narara Ave,,,CHARMHAVEN,NSW,2263.0,POINT (151.504 -33.228)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ded,NSW,115,Dobell,33778,5,Charmhaven DOBELL PPVC,Unit 1,132 Chelmsford Rd,,,CHARMHAVEN,NSW,2263.0,POINT (151.4943535 -33.2384747)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dec,NSW,115,Dobell,585,1,Chittaway Bay,Chittaway Bay Public School,101 Chittaway Rd,,,CHITTAWAY BAY,NSW,2261.0,POINT (151.432 -33.3255)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2deb,NSW,115,Dobell,83370,1,Chittaway Point,Chittaway Point Hall,72 Geoffrey Rd,,,CHITTAWAY POINT,NSW,2259.0,POINT (151.441 -33.3237)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dea,NSW,115,Dobell,30106,5,Divisional Office (PREPOLL),Divisional Office,Suite 1,34-36 Pacific Hwy,,WYONG,NSW,2259.0,POINT (151.4240704 -33.2867113)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de9,NSW,115,Dobell,621,1,Erina Heights (Dobell),Erina Heights Public School,2 Serpentine Rd,,,ERINA HEIGHTS,NSW,2260.0,POINT (151.414 -33.4281)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de8,NSW,115,Dobell,587,1,Forresters Beach,Tuggerah Lakes Secondary College (Tumbi Umbi Campus),150 Bellevue Rd,,,TUMBI UMBI,NSW,2261.0,POINT (151.453 -33.3956)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de7,NSW,115,Dobell,83372,1,Glenning Valley,Tuggerah Lakes Secondary College (Berkeley Vale Campus),5-25 Berkeley Rd,,,BERKELEY VALE,NSW,2261.0,POINT (151.4257392 -33.3423152)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de6,NSW,115,Dobell,589,1,Gorokan,Gorokan Public School,23 Dudley St,,,GOROKAN,NSW,2263.0,POINT (151.51 -33.2518)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de4,NSW,115,Dobell,622,1,Hamlyn Terrace,Warnervale Public School,179 Warnervale Rd,,,HAMLYN TERRACE,NSW,2259.0,POINT (151.46752 -33.25055)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de3,NSW,115,Dobell,591,1,Holgate,Holgate Public School,189 Wattle Tree Rd,,,HOLGATE,NSW,2250.0,POINT (151.408237 -33.4051161)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de2,NSW,115,Dobell,592,1,Jilliby,Jilliby Public School,352 Jilliby Rd,,,JILLIBY,NSW,2259.0,POINT (151.38 -33.2399)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de1,NSW,115,Dobell,593,1,Kanwal,Kanwal Public School,33 Craigie Ave,,,KANWAL,NSW,2259.0,POINT (151.484 -33.2626)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de0,NSW,115,Dobell,83373,1,Kanwal North,Lakes Anglican Church,274 Wallarah Rd,,,KANWAL,NSW,2259.0,POINT (151.4912974 -33.253386)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ddf,NSW,115,Dobell,594,1,Killarney Vale,Killarney Vale Public School,1 Henricks Rd,,,KILLARNEY VALE,NSW,2261.0,POINT (151.456 -33.3651)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dde,NSW,115,Dobell,595,1,Killarney Vale South,Brooke Avenue Public School,96 Brooke Ave,,,KILLARNEY VALE,NSW,2261.0,POINT (151.465 -33.3763)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ddd,NSW,115,Dobell,596,1,Kulnura,Kulnura Public Hall,1066 George Downes Dr,,,KULNURA,NSW,2250.0,POINT (151.224 -33.2261)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ddc,NSW,115,Dobell,31417,1,Lake Haven,Gorokan High School,43 Goobarabah Ave,,,LAKE HAVEN,NSW,2263.0,POINT (151.509 -33.2426)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ddb,NSW,115,Dobell,598,1,Lisarow,Lisarow Public School,17 MacDonalds Rd,,,LISAROW,NSW,2250.0,POINT (151.3761694 -33.3814544)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dda,NSW,115,Dobell,599,1,Long Jetty,Long Jetty District Senior Citizens' Club,6 Thompson St,,,LONG JETTY,NSW,2261.0,POINT (151.485 -33.3571)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd9,NSW,115,Dobell,612,1,Long Jetty East,1st Tuggerah Lakes Scout Hall,27 Nirvana St,,,LONG JETTY,NSW,2261.0,POINT (151.494 -33.356)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd8,NSW,115,Dobell,32758,1,Mardi,Tuggerah Community Hall,9 Anzac Rd,,,TUGGERAH,NSW,2259.0,POINT (151.418 -33.3068)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd7,NSW,115,Dobell,604,1,Narara,Narara Uniting Church Hall,91 Wyoming St,,,WYOMING,NSW,2250.0,POINT (151.346 -33.397)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd6,NSW,115,Dobell,2614,1,Niagara Park (Dobell),Niagara Park Public School,205 Narara Valley Dr,,,NIAGARA PARK,NSW,2250.0,POINT (151.439 -33.4379)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd5,NSW,115,Dobell,605,1,Norah Head,Norah Head Community Hall,75 Bungary Rd,,,NORAH HEAD,NSW,2263.0,POINT (151.566 -33.2796)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd4,NSW,115,Dobell,607,1,Ourimbah,Ourimbah Public School,121 Pacific Hwy,,,OURIMBAH,NSW,2258.0,POINT (151.368 -33.3558)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dd3,NSW,115,Dobell,573,1,Shelly Beach,Tuggerah Lakes Secondary College (The Entrance Campus),450 The Entrance Rd,,,SHELLY BEACH,NSW,2261.0,POINT (151.476 -33.3716)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dce,NSW,115,Dobell,14048,1,Sydney (Dobell),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dcd,NSW,115,Dobell,611,1,The Entrance,The Entrance Public School,80 Oakland Ave,,,THE ENTRANCE,NSW,2261.0,POINT (151.493 -33.3463)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dcc,NSW,115,Dobell,606,1,The Entrance North,Surf Life Saving Club,77 Hutton Rd,,,THE ENTRANCE NORTH,NSW,2261.0,POINT (151.5061275 -33.3340559)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dcb,NSW,115,Dobell,34247,5,The Entrance PPVC,Shop 4,165-171 The Entrance Rd,,,THE ENTRANCE,NSW,2261.0,POINT (151.4973127 -33.3429277)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dca,NSW,115,Dobell,613,1,Toukley,Toukley 50 Plus Leisure & Learning Centre,1 Hargraves St,,,TOUKLEY,NSW,2263.0,POINT (151.54 -33.2657)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc9,NSW,115,Dobell,614,1,Toukley East,Toukley Public School,123 Evans Rd,,,NORAVILLE,NSW,2263.0,POINT (151.55 -33.2675)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc8,NSW,115,Dobell,615,1,Tuggerah,Tuggerah Public School,1 Pacific Hwy,,,TUGGERAH,NSW,2259.0,POINT (151.415 -33.3133)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc7,NSW,115,Dobell,33814,5,Tuggerah PPVC,Suite 2,34-36 Pacific Hwy,,,WYONG,NSW,2259.0,POINT (151.4239458 -33.2866277)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc6,NSW,115,Dobell,616,1,Tuggerawong,Tuggerawong Public School,201 Tuggerawong Rd,,,TUGGERAWONG,NSW,2259.0,POINT (151.4863 -33.27947)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc5,NSW,115,Dobell,617,1,Tumbi Umbi,Tumbi Community Hall,30 Roberta St,,,TUMBI UMBI,NSW,2261.0,POINT (151.452 -33.3655)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc4,NSW,115,Dobell,33813,1,Wadalba,Wadalba Community School,20 Van Stappen Rd,,,WADALBA,NSW,2259.0,POINT (151.4674752 -33.2658799)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc3,NSW,115,Dobell,80293,1,Wamberal (Dobell),Wamberal Memorial Hall,182 Ocean View Dr,,,WAMBERAL,NSW,2260.0,POINT (151.441 -33.4235)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc2,NSW,115,Dobell,619,1,Wamberal North,Wamberal Public School,9 Lea Ave,,,WAMBERAL,NSW,2260.0,POINT (151.449 -33.4118)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc1,NSW,115,Dobell,83374,1,Warnervale,Lakes Grammar - An Anglican School,126 Sparks Rd,,,WARNERVALE,NSW,2259.0,POINT (151.459347 -33.2422289)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dc0,NSW,115,Dobell,12074,1,Watanobbi,Wyong Public School,52 Cutler Dr,,,WATANOBBI,NSW,2259.0,POINT (151.426 -33.2712)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dbf,NSW,115,Dobell,46404,1,Woongarrah,Woongarrah Public School,63 Mataram Rd,,,WOONGARRAH,NSW,2259.0,POINT (151.484 -33.2408)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dbe,NSW,115,Dobell,2634,1,Wyoming (Dobell),Wyoming Public School,41 Maidens Brush Rd,,,WYOMING,NSW,2250.0,POINT (151.356 -33.409)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dbd,NSW,115,Dobell,46431,1,Wyoming East,Wyoming Community Centre,147 Maidens Brush Rd,,,WYOMING,NSW,2250.0,POINT (151.3661851 -33.4099167)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dbc,NSW,115,Dobell,2630,1,Wyoming North,Valley View Public School,52 Chamberlain Rd,,,WYOMING,NSW,2250.0,POINT (151.362 -33.4002)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dbb,NSW,115,Dobell,624,1,Wyong,Wyong Christian Community School,100 Alison Rd,,,WYONG,NSW,2259.0,POINT (151.412058 -33.27534)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dba,NSW,115,Dobell,625,1,Wyong Creek,Wyong Creek Public School,583 Yarramalong Rd,,,WYONG CREEK,NSW,2259.0,POINT (151.348 -33.2676)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db9,NSW,115,Dobell,31464,1,Wyong East,Wyong Anglican Church,25 Byron St,,,WYONG,NSW,2259.0,POINT (151.427 -33.288)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db8,NSW,115,Dobell,628,1,Yarramalong,Yarramalong School Of Arts,1640 Yarramalong Rd,,,YARRAMALONG,NSW,2259.0,POINT (151.277577 -33.223272)
