FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2652,NSW,148,Shortland,83443,1,Valentine West,Valentine Progress Hall,20 Allambee Pl,,,VALENTINE,NSW,2280.0,POINT (151.635 -33.0097)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2651,NSW,148,Shortland,376,1,Warners Bay,Warners Bay High School,1 Myles Ave,,,WARNERS BAY,NSW,2282.0,POINT (151.6537967 -32.9677626)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2650,NSW,148,Shortland,377,1,Warners Bay Central,Warners Bay Public School,88 Mills St,,,WARNERS BAY,NSW,2282.0,POINT (151.648 -32.9798)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264f,NSW,148,Shortland,32802,1,Warners Bay North,Lakelands Community Hall,135 Ambleside Cct,,,LAKELANDS,NSW,2282.0,POINT (151.6487577 -32.9656758)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264e,NSW,148,Shortland,2722,1,Whitebridge,Whitebridge High School,1 Lonus Ave,,,WHITEBRIDGE,NSW,2290.0,POINT (151.7121988 -32.9720338)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264d,NSW,148,Shortland,2723,1,Windale,Windale Community Centre,12 Lake St,,,WINDALE,NSW,2306.0,POINT (151.682 -32.9933)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264c,NSW,149,Sydney,1433,1,Alexandria,Alexandria Town Hall,73 Garden St,,,ALEXANDRIA,NSW,2015.0,POINT (151.197505 -33.898036)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264b,NSW,149,Sydney,83843,1,Alexandria South,Sydney Park Pavilion,Euston Rd,,,ALEXANDRIA,NSW,2015.0,POINT (151.1889335 -33.909333)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-264a,NSW,149,Sydney,2727,1,Annandale (Sydney),Annandale Public School,25 Johnston St,,,ANNANDALE,NSW,2038.0,POINT (151.17 -33.8858)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2649,NSW,149,Sydney,82983,1,Beaconsfield,St James' Anglican Church,182 Victoria St,,,BEACONSFIELD,NSW,2015.0,POINT (151.2003836 -33.9125868)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2648,NSW,149,Sydney,65468,5,BLV Sydney PPVC,BLV Sydney,Level 13,59 Goulburn St,,HAYMARKET,NSW,2000.0,POINT (151.2064057 -33.8781171)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2647,NSW,149,Sydney,2735,1,Camperdown,Bridge Road School,127 Parramatta Rd,,,CAMPERDOWN,NSW,2050.0,POINT (151.175 -33.8874)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2646,NSW,149,Sydney,2736,1,Camperdown South (Sydney),Australia Street Infants School,229 Australia St,,,NEWTOWN,NSW,2042.0,POINT (151.178 -33.8956)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2645,NSW,149,Sydney,97566,5,Central Sydney SYDNEY PPVC,Central Railway Station,Cnr of Eddy Ave & Pitt St,Ground Floor,Former Coach Terminal,HAYMARKET,NSW,2000.0,POINT (151.2066793 -33.8822725)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2644,NSW,149,Sydney,2853,1,Darlinghurst East (Sydney),Darlinghurst Public School,cnr Womerah Ave & Liverpool St,,,DARLINGHURST,NSW,2010.0,POINT (151.223 -33.8787)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2643,NSW,149,Sydney,83845,1,Darlinghurst South (Sydney),Notre Dame University Hall,160 Oxford St,,,DARLINGHURST,NSW,2010.0,POINT (151.218664 -33.8810845)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2642,NSW,149,Sydney,1441,1,Darlington,Darlington Public School,cnr Golden Grove St & Abercrombie St,,,DARLINGTON,NSW,2008.0,POINT (151.19 -33.8928)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2641,NSW,149,Sydney,82984,1,Darlington Central,Seymour Theatre Centre,Shepherd St,,,DARLINGTON,NSW,2008.0,POINT (151.194 -33.8884)
