sa2_code,sa2_name,area_m2,total_cars
125041588,Pendle Hill - Girraween,4.4615,8307.0
125041589,Wentworthville - Westmead,3.9355,10111.0
125041717,Parramatta - North,2.2343,6625.0
125041718,Parramatta - South,1.3881,8518.0
125041719,Rosehill - Harris Park,4.8739,7465.0
126011496,Pennant Hills - Cheltenham,13.2936,14798.0
126011720,Epping (East) - North Epping,4.3922,6939.0
126011721,Epping (NSW) - West,4.4886,10655.0
126021498,Gladesville - Huntleys Point,4.7162,11455.0
126021499,Hunters Hill - Woolwich,4.1512,6746.0
126021500,Macquarie Park - Marsfield,10.6718,13715.0
126021501,North Ryde - East Ryde,6.2231,14011.0
126021503,West Ryde - Meadowbank,4.7923,11576.0
126021590,Putney,1.5194,2892.0
126021722,Denistone,2.5272,4086.0
126021723,Eastwood,5.293,10677.0
126021724,Ryde - North,5.7098,14258.0
126021725,Ryde - South,1.5584,5012.0
127011504,Ashcroft - Busby - Miller,5.463,10512.0
127011505,Austral - Greendale,110.715,9411.0
127011592,Badgerys Creek,17.5774,45.0
127011593,Cecil Hills,3.7478,5537.0
127011594,Green Valley,3.2145,7569.0
127011595,Hinchinbrook,5.225,7911.0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.1265,8919.0
127011597,West Hoxton - Middleton Grange,9.2627,12008.0
127011726,Cobbitty - Bringelly,73.8658,2995.0
127011727,Gledswood Hills - Gregory Hills,8.7234,5582.0
127011728,Leppington - Catherine Field,36.3552,6746.0
127011729,Oran Park,13.2477,5573.0
127021509,Bonnyrigg Heights - Bonnyrigg,5.1887,10518.0
127021510,Bossley Park - Abbotsbury,9.5147,12774.0
127021511,Cabramatta - Lansvale,7.5964,14730.0
127021512,Cabramatta West - Mount Pritchard,5.3429,11607.0
127021513,Canley Vale - Canley Heights,5.4161,12420.0
127021514,Edensor Park,3.0955,6610.0
127021515,Fairfield,4.2304,10264.0
127021516,Fairfield - West,4.6915,11101.0
127021517,Greenfield Park - Prairiewood,3.6367,5637.0
127021518,Horsley Park - Kemps Creek,56.2773,3843.0
127021519,Smithfield - Wetherill Park,6.6123,23192.0
127021520,St Johns Park - Wakeley,3.6111,7351.0
127021521,Wetherill Park Industrial,8.5567,31.0
127031522,Casula,7.072,11499.0
127031523,Chipping Norton - Moorebank,14.4902,13762.0
127031524,Holsworthy - Wattle Grove,73.7001,13136.0
127031599,Lurnea - Cartwright,3.4665,8264.0
127031601,Warwick Farm,4.6501,4244.0
127031730,Edmondson Park,6.0563,2094.0
127031731,Liverpool - East,2.2601,10231.0
127031732,Liverpool - West,4.0583,9669.0
127031733,Prestons,9.2311,14235.0
128011529,Gymea - Grays Point,5.7978,12503.0
128011530,Miranda - Yowie Bay,5.9968,13040.0
128011531,Sylvania - Taren Point,6.0595,12512.0
128011602,Caringbah,3.9959,10029.0
128011603,Caringbah South,4.0699,10359.0
128011604,Cronulla - Kurnell - Bundeena,25.0865,18460.0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,1.2706,2712.0
128011606,Woolooware - Burraneer,3.3282,5925.0
128021533,Heathcote - Waterfall,27.6162,4722.0
128021534,Illawong - Alfords Point,7.2978,8067.0
128021535,Menai - Lucas Heights - Woronora,33.4046,16468.0
128021536,Oyster Bay - Como - Jannali,8.9053,14751.0
128021537,Royal National Park,139.3336,19.0
128021538,Sutherland - Kirrawee,7.755,16617.0
128021607,Engadine,8.9538,12350.0
128021608,Loftus - Yarrawarrah,3.8436,5562.0
128021609,Woronora Heights,3.1374,2713.0
201011001,Alfredton,52.7109,10556.0
201011002,Ballarat,12.3787,10729.0
201011005,Buninyong,51.5855,6393.0
201011006,Delacombe,34.1607,6732.0
201011007,Smythes Creek,104.7274,4587.0
201011008,Wendouree - Miners Rest,67.5736,15689.0
201011481,Ballarat East - Warrenheip,19.2159,8077.0
201011482,Ballarat North - Invermay,73.1419,12338.0
201011483,Canadian - Mount Clear,22.2728,9914.0
201011484,Sebastopol - Redan,10.5813,11314.0
201021009,Bacchus Marsh Surrounds,1038.8122,6691.0
201021010,Creswick - Clunes,856.7892,8299.0
201021011,Daylesford,920.7579,10047.0
201021012,Gordon (Vic.),850.3137,6781.0
201031013,Avoca,1714.2397,4104.0
201031014,Beaufort,1863.0431,5460.0
201031015,Golden Plains - North,922.0812,5313.0
201031016,Maryborough (Vic.),45.5379,7764.0
201031017,Maryborough Surrounds,1627.5521,5904.0
202011018,Bendigo,16.0796,12525.0
202011019,California Gully - Eaglehawk,32.9308,10721.0
202011020,East Bendigo - Kennington,17.1489,11712.0
202011021,Flora Hill - Spring Gully,13.2029,8107.0
202011022,Kangaroo Flat - Golden Square,40.9147,17061.0
202011023,Maiden Gully,42.9757,5360.0
202011024,Strathfieldsaye,56.4142,9097.0
202011025,White Hills - Ascot,67.7769,11844.0
202021026,Bendigo Surrounds - South,796.8536,7620.0
202021027,Castlemaine,83.9291,9727.0
202021028,Castlemaine Surrounds,1514.9804,9374.0
202021029,Heathcote,756.8174,5371.0
202021030,Kyneton,556.4897,10122.0
202021031,Woodend,211.8678,6915.0
202031032,Bendigo Surrounds - North,1440.2175,5018.0
202031033,Loddon,6193.3066,8331.0
203011034,Bannockburn,192.052,6434.0
203011035,Golden Plains - South,1484.5293,7741.0
203011036,Winchelsea,903.2574,10202.0
203021037,Belmont,9.3677,11144.0
203021039,Geelong,12.8171,13173.0
203021040,Geelong West - Hamlyn Heights,32.0375,15881.0
203021042,Highton,40.587,19441.0
203021043,Lara,588.6012,16127.0
203021044,Leopold,27.9287,10884.0
203021045,Newcomb - Moolap,43.2941,11983.0
203021046,Newtown (Vic.),5.8078,12849.0
203021047,North Geelong - Bell Park,21.9321,13009.0
203021485,Charlemont,18.1166,3129.0
203021486,Corio - Lovely Banks,74.351,12647.0
203021487,Grovedale - Mount Duneed,37.588,17295.0
203021488,Norlane,6.4625,6246.0
203031048,Clifton Springs,65.1496,13067.0
203031049,Lorne - Anglesea,447.9915,5610.0
203031051,Portarlington,71.8555,8480.0
203031052,Point Lonsdale - Queenscliff,61.6733,4586.0
203031053,Torquay,126.3197,18660.0
203031489,Barwon Heads - Armstrong Creek,88.2113,7872.0
203031490,Ocean Grove,68.7681,15991.0
204011054,Alexandra,2118.9554,8001.0
204011055,Euroa,2057.9046,7262.0
204011056,Kilmore - Broadford,461.5233,14649.0
204011057,Mansfield (Vic.),3927.8774,10592.0
204011058,Nagambie,1294.3498,4762.0
204011059,Seymour,79.3085,6349.0
204011060,Seymour Surrounds,1688.8308,4449.0
204011061,Upper Yarra Valley,856.2714,184.0
204011062,Yea,1474.2972,4677.0
204021063,Benalla,315.3043,10200.0
204021064,Benalla Surrounds,2105.3239,4405.0
204021065,Rutherglen,479.8352,4529.0
204021066,Wangaratta,57.5836,17097.0
204021067,Wangaratta Surrounds,3587.526,11209.0
204031068,Beechworth,371.3306,4823.0
204031069,Bright - Mount Beauty,4253.6538,8928.0
204031070,Chiltern - Indigo Valley,513.0897,3744.0
204031071,Myrtleford,553.3639,5306.0
204031072,Towong,6668.947,7302.0
204031073,West Wodonga,153.88,15237.0
204031075,Yackandandah,708.198,5265.0
204031491,Baranduda - Leneva,248.809,9431.0
204031492,Wodonga,30.3131,16104.0
205011076,Drouin,326.806,16506.0
205011077,Mount Baw Baw Region,2753.3275,6429.0
205011078,Trafalgar (Vic.),501.529,8016.0
205011079,Warragul,352.1791,20128.0
205021080,Alps - East,2071.2834,5.0
205021081,Bairnsdale,155.0115,15334.0
205021082,Bruthen - Omeo,7377.4172,8900.0
205021084,Lakes Entrance,214.0352,10277.0
205021085,Orbost,11383.7,7110.0
205021086,Paynesville,417.8856,6588.0
205031087,Foster,1498.8468,9909.0
205031088,French Island,170.2291,163.0
205031089,Korumburra,600.6912,9598.0
205031090,Leongatha,801.0085,11462.0
205031091,Phillip Island,100.5731,11599.0
205031092,Wilsons Promontory,481.5078,7.0
205031093,Wonthaggi - Inverloch,728.7626,23306.0
205041094,Churchill,796.5231,10742.0
205041095,Moe - Newborough,105.2836,15286.0
205041096,Morwell,85.4861,13199.0
205041098,Yallourn North - Glengarry,342.7019,4669.0
205041493,Traralgon - East,108.33,11052.0
205041494,Traralgon - West,41.3428,15023.0
205051099,Alps - West,2955.6802,24.0
205051100,Longford - Loch Sport,1610.8491,4351.0
205051101,Maffra,2532.3197,15279.0
205051102,Rosedale,968.4597,5209.0
205051103,Sale,45.6023,13059.0
205051104,Yarram,1931.8628,6158.0
206011106,Brunswick East,2.1682,6721.0
206011107,Brunswick West,3.1795,7866.0
206011109,Pascoe Vale South,2.9887,6915.0
206011495,Brunswick - North,2.4091,9163.0
206011496,Brunswick - South,2.7334,9395.0
206011497,Coburg - East,3.7471,8739.0
206011498,Coburg - West,3.1876,9554.0
206021110,Alphington - Fairfield,2.8853,6828.0
206021112,Thornbury,4.9972,11711.0
206021499,Northcote - East,3.5134,8832.0
206021500,Northcote - West,2.6316,5788.0
206031113,Ascot Vale,3.8361,9386.0
206031115,Flemington,1.5808,5869.0
206031116,Moonee Ponds,4.3551,10100.0
206031501,Essendon (West) - Aberfeldie,4.8886,11969.0
206031502,Essendon - East,3.5543,8780.0
206041117,Carlton,1.8187,6051.0
206041118,Docklands,2.444,7972.0
206041119,East Melbourne,2.8998,5870.0
206041120,Flemington Racecourse,1.7093,48.0
206041121,Kensington (Vic.),2.147,6081.0
206041124,Parkville,4.0491,3195.0
206041125,South Yarra - West,1.5027,5183.0
206041503,Melbourne CBD - East,0.802,9637.0
206041504,Melbourne CBD - North,0.5616,12113.0
206041505,Melbourne CBD - West,1.0051,11209.0
206041506,North Melbourne,2.4248,9840.0
206041507,Royal Botanic Gardens Victoria,1.3511,3.0
206041508,Southbank (West) - South Wharf,0.8496,5947.0
206041509,Southbank - East,0.804,11055.0
206041510,West Melbourne - Residential,0.8247,3146.0
206051128,Albert Park,4.6747,15328.0
206051129,Elwood,2.553,9774.0
206051130,Port Melbourne,2.7894,23572.0
206051134,St Kilda East,2.4135,9090.0
206051511,Port Melbourne Industrial,7.6426,101.0
206051512,South Melbourne,1.8897,11887.0
206051513,St Kilda - Central,1.5375,8239.0
206051514,St Kilda - West,2.3637,9553.0
206061135,Armadale,2.1835,6299.0
206061136,Prahran - Windsor,2.9053,10832.0
206061138,Toorak,4.3233,10948.0
206061515,South Yarra - North,1.1696,5687.0
206061516,South Yarra - South,1.3475,5702.0
206071139,Abbotsford,1.7405,5288.0
206071140,Carlton North - Princes Hill,2.3042,4451.0
206071141,Collingwood,1.2669,6235.0
206071142,Fitzroy,1.3779,5669.0
206071143,Fitzroy North,2.5051,7329.0
206071145,Clifton Hill - Alphington,5.2089,5874.0
206071517,Richmond (South) - Cremorne,4.2891,19206.0
206071518,Richmond - North,1.9233,14759.0
207011146,Ashburton (Vic.),2.8366,5091.0
207011147,Balwyn,5.5851,11652.0
207011148,Balwyn North,8.8492,14678.0
207011149,Camberwell,7.2919,15068.0
207011150,Glen Iris - East,5.7049,11356.0
207011152,Hawthorn East,3.824,10648.0
207011154,Kew East,4.0154,4755.0
207011155,Surrey Hills (West) - Canterbury,5.7026,11817.0
207011519,Hawthorn - North,2.4558,6827.0
207011520,Hawthorn - South,3.2163,7810.0
207011521,Kew - South,4.3235,8419.0
207011522,Kew - West,6.2106,9412.0
207021156,Bulleen,6.6711,8776.0
207021157,Doncaster,8.7738,19287.0
207021159,Templestowe,16.1176,13385.0
207021160,Templestowe Lower,5.9386,10091.0
207021424,Doncaster East - North,6.403,10879.0
207021425,Doncaster East - South,4.7684,10419.0
207031161,Blackburn,8.6076,16175.0
207031162,Blackburn South,3.5966,8119.0
207031163,Box Hill,7.0123,13681.0
207031164,Box Hill North,6.2087,11787.0
207031165,Burwood (Vic.),5.0392,9168.0
207031166,Burwood East,4.2629,10244.0
207031167,Surrey Hills (East) - Mont Albert,3.3279,7194.0
208011168,Beaumaris,5.9678,10917.0
208011169,Brighton (Vic.),8.2004,18196.0
208011170,Brighton East,5.6083,11697.0
208011171,Highett (West) - Cheltenham,5.3198,8622.0
208011172,Hampton,5.6847,12588.0
208011173,Sandringham - Black Rock,6.4301,12904.0
208021174,Bentleigh - McKinnon,6.2242,16105.0
208021176,Carnegie,3.8045,11138.0
208021177,Caulfield - North,6.4189,13089.0
208021178,Caulfield - South,4.7426,12976.0
208021179,Elsternwick,2.8616,8212.0
208021180,Hughesdale,2.0095,5718.0
208021181,Murrumbeena,2.5148,5720.0
208021182,Ormond - Glen Huntly,2.9371,9082.0
208021426,Bentleigh East - North,4.5989,10691.0
208021427,Bentleigh East - South,4.5882,9555.0
208031183,Aspendale Gardens - Waterways,5.3073,7643.0
208031184,Braeside,9.0819,50.0
208031185,Carrum - Patterson Lakes,5.8242,9715.0
208031186,Chelsea - Bonbeach,5.423,10422.0
208031187,Chelsea Heights,3.1958,3910.0
208031188,Highett (East) - Cheltenham ,8.7376,18814.0
208031189,Edithvale - Aspendale,5.1001,10156.0
208031190,Mentone,4.45,10589.0
208031191,Moorabbin - Heatherton,11.6997,11430.0
208031193,Mordialloc - Parkdale,7.9681,16979.0
208041194,Malvern - Glen Iris,6.1552,15413.0
208041195,Malvern East,7.5666,13667.0
209011196,Bundoora - East,4.0749,7475.0
209011197,Greensborough,10.0974,15926.0
209011198,Heidelberg - Rosanna,6.3717,10991.0
209011199,Heidelberg West,6.6912,11303.0
209011200,Ivanhoe,5.0498,8613.0
209011201,Ivanhoe East - Eaglemont,4.2769,5767.0
209011202,Montmorency - Briar Hill,12.0278,12678.0
209011203,Viewbank - Yallambie,10.2379,12988.0
209011204,Watsonia,3.7857,6492.0
209021205,Kingsbury,9.0094,7691.0
209021428,Preston - East,7.7457,15758.0
209021429,Preston - West,3.5679,9555.0
209021523,Reservoir - North East,4.788,9785.0
209021524,Reservoir - North West,4.5297,6715.0
209021525,Reservoir - South East,4.1783,8650.0
209021526,Reservoir - South West,5.6247,9626.0
209031209,Eltham,19.4882,19117.0
209031210,Hurstbridge,14.8421,3314.0
209031211,Kinglake,319.504,4073.0
209031212,Panton Hill - St Andrews,292.1978,5290.0
209031213,Plenty - Yarrambat,29.117,8424.0
209031214,Research - North Warrandyte,49.7946,5981.0
209031215,Wattle Glen - Diamond Creek,26.8245,11644.0
209041216,Bundoora - North,4.715,5619.0
209041217,Bundoora - West,2.5601,4656.0
209041220,Mill Park - North,8.1362,13519.0
209041221,Mill Park - South,4.9298,8972.0
209041223,Thomastown,14.6852,19212.0
209041224,Wallan,507.7457,17394.0
209041225,Whittlesea,297.9798,8269.0
209041431,Epping - East,7.7691,10219.0
209041432,Epping - South,15.8714,6489.0
209041433,Epping (Vic.) - West,7.3573,8437.0
209041435,South Morang - North,13.7094,9147.0
209041436,South Morang - South,7.7445,9100.0
209041437,Wollert,53.892,10602.0
209041527,Doreen - North,9.4393,11855.0
209041528,Doreen - South,5.0223,5818.0
209041529,Lalor - East,3.3232,6947.0
209041530,Lalor - West,8.7363,8809.0
209041531,Mernda - North,15.1961,7115.0
209041532,Mernda - South,8.6268,6786.0
210011226,Airport West,3.7194,7087.0
210011228,Keilor,17.512,7592.0
210011230,Niddrie - Essendon West,2.8027,6186.0
210011231,Strathmore,4.1444,9245.0
210011533,Avondale Heights,5.4087,9126.0
210011534,Keilor East,5.4828,11437.0
210021232,Gisborne,211.057,12318.0
210021233,Macedon,72.9902,3259.0
210021234,Riddells Creek,83.3503,4141.0
210021235,Romsey,624.7097,10538.0
210031236,Coburg North,4.8779,5384.0
210031237,Fawkner,5.0848,9595.0
210031439,Gowanbrae,1.5225,6227.0
210031440,Hadfield,3.0502,3913.0
210031535,Glenroy - East,6.2473,9879.0
210031536,Glenroy - West,2.6109,5621.0
210031537,Oak Park,2.3533,5028.0
210031538,Pascoe Vale,4.631,11343.0
210041240,Sunbury,129.5487,11155.0
210041539,Diggers Rest,51.8922,2192.0
210041540,Sunbury - South,41.4496,12103.0
210041541,Sunbury - West,37.7941,10415.0
210051242,Broadmeadows,8.8268,8892.0
210051243,Campbellfield - Coolaroo,18.1867,19870.0
210051245,Gladstone Park - Westmeadows,13.936,25758.0
210051246,Greenvale - Bulla,95.906,15694.0
210051247,Meadow Heights,4.6252,10269.0
210051248,Melbourne Airport,30.3848,956.0
210051250,Tullamarine,3.8595,13727.0
210051441,Craigieburn - Central,3.9685,7203.0
210051442,Craigieburn - North,13.3514,9928.0
210051443,Craigieburn - South,11.9142,13951.0
210051445,Mickleham - Yuroke,70.8359,2960.0
210051542,Craigieburn - North West,1.9198,4744.0
210051543,Craigieburn - West,4.089,7398.0
210051544,Roxburgh Park (South) - Somerton,8.8762,9145.0
210051545,Roxburgh Park - North,3.4138,11409.0
211011251,Bayswater,8.0437,12815.0
211011254,Knoxfield - Scoresby,15.2651,14698.0
211011255,Lysterfield,18.494,5719.0
211011256,Rowville - Central,8.2003,12762.0
211011257,Rowville - North,4.1688,6712.0
211011258,Rowville - South,9.3532,8881.0
211011259,Wantirna,8.3064,10894.0
211011260,Wantirna South,13.3559,13865.0
211011446,Boronia,11.2631,17635.0
211011447,Ferntree Gully - North,6.9851,12018.0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1499,12634.0
211011449,The Basin,5.7163,3564.0
211021261,Donvale - Park Orchards,20.8028,13117.0
211021262,Warrandyte - Wonga Park,45.7591,9260.0
211031263,Bayswater North,9.909,12173.0
211031265,Croydon Hills - Warranwood,9.492,14742.0
211031266,Ringwood,9.9105,14572.0
211031267,Ringwood East,9.3929,14636.0
211031268,Ringwood North,4.7307,8118.0
211031450,Croydon - East,8.0982,12393.0
211031451,Croydon - West,6.7979,10731.0
211031452,Croydon South,2.856,3775.0
211041269,Forest Hill,4.0702,8270.0
211041270,Mitcham (Vic.),6.6271,12423.0
211041271,Nunawading,5.0785,9258.0
211041272,Vermont,4.6098,8037.0
211041273,Vermont South,6.184,8966.0
211051274,Belgrave - Selby,55.652,8637.0
211051275,Chirnside Park,22.2024,9014.0
211051276,Healesville - Yarra Glen,369.5236,13397.0
211051277,Kilsyth,8.2426,8336.0
211051278,Lilydale - Coldstream,109.3817,18012.0
211051279,Monbulk - Silvan,68.5553,5914.0
211051280,Montrose,10.5431,6120.0
211051281,Mooroolbark,12.5434,16946.0
211051282,Mount Dandenong - Olinda,81.8993,8665.0
211051283,Mount Evelyn,16.9894,8418.0
211051284,Upwey - Tecoma,8.8907,8089.0
211051285,Wandin - Seville,111.7555,7759.0
211051286,Yarra Valley,729.7582,16414.0
212011289,Emerald - Cockatoo,371.6241,17370.0
212011546,Beaconsfield - Officer,33.2503,15970.0
212011547,Bunyip - Garfield,365.9627,9547.0
212011548,Koo Wee Rup,414.663,8719.0
212011549,Pakenham - North East,18.929,12131.0
212011550,Pakenham - North West,24.6776,4273.0
212011551,Pakenham - South East,30.9414,4037.0
212011552,Pakenham - South West,22.2782,20247.0
212021293,Berwick - North,19.748,18106.0
212021295,Doveton,5.1935,8106.0
212021297,Hallam,8.0565,11640.0
212021299,Narre Warren North,34.4086,7770.0
212021453,Endeavour Hills - North,14.4746,8954.0
212021454,Endeavour Hills - South,5.5873,9932.0
212021455,Narre Warren - North East,4.874,10225.0
212021456,Narre Warren - South West,9.3054,10436.0
212021553,Berwick - South East,9.8836,13124.0
212021554,Berwick - South West,4.9713,7354.0
212031300,Cranbourne,13.027,17014.0
212031303,Cranbourne South,81.662,8329.0
212031304,Cranbourne West,12.898,12731.0
212031306,Lynbrook - Lyndhurst,7.3583,11139.0
212031308,Pearcedale - Tooradin,98.5112,7612.0
212031457,Narre Warren South - East,6.2204,9778.0
212031458,Narre Warren South - West,6.7771,12496.0
212031555,Clyde North - North,6.8833,3556.0
212031556,Clyde North - South,19.6543,399.0
212031557,Cranbourne East - North,11.0254,23406.0
212031558,Cranbourne East - South,5.3272,5269.0
212031559,Cranbourne North - East,5.4545,7036.0
212031560,Cranbourne North - West,4.7849,9979.0
212031561,Hampton Park - East,8.2189,8441.0
212031562,Hampton Park - West,5.1234,8905.0
212041309,Clarinda - Oakleigh South,6.3227,9109.0
212041310,Clayton South,7.938,9342.0
212041312,Dandenong North,9.459,22973.0
212041313,Dingley Village,7.2437,7759.0
212041316,Noble Park North,3.7574,5382.0
212041317,Springvale,11.1052,15835.0
212041318,Springvale South,4.56,9577.0
212041459,Noble Park - East,3.7671,8790.0
212041460,Noble Park - West,4.7946,13235.0
212041563,Dandenong - North,8.041,22054.0
212041564,Dandenong - South,53.7832,9235.0
212041565,Keysborough - North,6.6053,12963.0
212041566,Keysborough - South,23.6738,9470.0
212051319,Ashwood - Chadstone,6.7088,13322.0
212051321,Glen Waverley - East,9.1645,15559.0
212051322,Glen Waverley - West,7.6758,14246.0
212051323,Mount Waverley - North,6.484,12221.0
212051324,Mount Waverley - South,8.7006,14675.0
212051325,Mulgrave,10.7189,22547.0
212051326,Oakleigh - Huntingdale,10.1702,16711.0
212051327,Wheelers Hill,10.4394,14638.0
212051567,Clayton (North) - Notting Hill,5.2293,6091.0
212051568,Clayton - Central,4.1819,9001.0
213011328,Ardeer - Albion,4.5883,6592.0
213011329,Cairnlea,4.4061,6925.0
213011331,Delahey,3.5055,5994.0
213011332,Keilor Downs,7.6597,10180.0
213011333,Kings Park (Vic.),4.4323,9270.0
213011334,St Albans - North,6.5225,13438.0
213011335,St Albans - South,6.2647,11528.0
213011336,Sunshine,4.732,7629.0
213011337,Sunshine North,8.0239,9119.0
213011338,Sunshine West,12.9688,14458.0
213011339,Sydenham,3.9479,8637.0
213011340,Taylors Lakes,18.4632,13952.0
213011569,Deer Park,8.0769,15771.0
213011570,Derrimut,13.2579,7236.0
213021341,Altona,17.6826,10871.0
213021342,Altona Meadows,10.5419,13707.0
213021343,Altona North,16.1844,11754.0
213021344,Newport,8.8407,12713.0
213021345,Seabrook,1.6199,3672.0
213021346,Williamstown,7.3463,12466.0
213031347,Braybrook,7.4843,15311.0
213031348,Footscray,4.9671,9789.0
213031349,Maribyrnong,5.4934,7786.0
213031350,Seddon - Kingsville,1.6803,6295.0
213031351,West Footscray - Tottenham,5.9807,9014.0
213031352,Yarraville,5.62,10090.0
213041353,Bacchus Marsh,196.2983,20969.0
213041358,Melton West,24.2021,15280.0
213041359,Rockbank - Mount Cottrell,125.7609,4621.0
213041360,Taylors Hill,5.9679,13865.0
213041461,Burnside,2.552,3408.0
213041462,Burnside Heights,1.9954,4356.0
213041463,Caroline Springs,6.9526,14293.0
213041571,Brookfield,10.6929,7584.0
213041572,Cobblebank - Strathtulloh,19.7593,805.0
213041573,Eynesbury - Exford,69.4885,2295.0
213041574,Fraser Rise - Plumpton,58.7312,3907.0
213041575,Hillside,7.8166,14427.0
213041576,Kurunjang - Toolern Vale,120.8438,9516.0
213041577,Melton,9.8614,6979.0
213041578,Melton South - Weir Views,11.0206,9252.0
213051361,Hoppers Crossing - North,10.9136,16458.0
213051362,Hoppers Crossing - South,7.0114,16673.0
213051363,Laverton,22.2451,6827.0
213051368,Werribee - South,114.0332,9993.0
213051464,Point Cook - East,19.0354,10784.0
213051466,Point Cook - South,9.4219,12781.0
213051467,Werribee - East,7.7569,17595.0
213051468,Werribee - West,127.6631,10699.0
213051579,Manor Lakes - Quandong,72.0339,2233.0
213051580,Point Cook - North East,5.5527,12751.0
213051581,Point Cook - North West,2.938,7756.0
213051582,Tarneit (West) - Mount Cottrell,36.7062,235.0
213051583,Tarneit - Central,7.9607,20733.0
213051584,Tarneit - North,14.3452,143.0
213051585,Tarneit - South,3.1301,8674.0
213051586,Truganina - North,17.5191,17.0
213051587,Truganina - South East,4.2675,5134.0
213051588,Truganina - South West,5.3778,14798.0
213051589,Wyndham Vale - North,51.2497,3739.0
213051590,Wyndham Vale - South,4.9575,11664.0
214011370,Carrum Downs,20.308,19527.0
214011371,Frankston,11.6244,17922.0
214011372,Frankston North,13.2382,14247.0
214011373,Frankston South,14.5603,14446.0
214011374,Langwarrin,37.6199,20740.0
214011375,Seaford (Vic.),12.4321,15039.0
214011376,Skye - Sandhurst,19.8152,11097.0
214021377,Dromana,45.0575,11355.0
214021378,Flinders,287.3793,5556.0
214021379,Hastings - Somers,108.8841,20002.0
214021381,Mount Eliza,23.2077,15121.0
214021382,Mount Martha,30.2094,15360.0
214021383,Point Nepean,67.1876,17312.0
214021384,Rosebud - McCrae,23.7957,19077.0
214021385,Somerville,117.354,18244.0
214021591,Mornington - East,14.6884,13612.0
214021592,Mornington - West,6.4044,8976.0
215011386,Ararat,161.179,7541.0
215011387,Ararat Surrounds,4023.1983,3523.0
215011388,Horsham,83.0691,15685.0
215011389,Horsham Surrounds,4251.4674,4173.0
215011390,Nhill Region,11042.793,8323.0
215011391,St Arnaud,3008.5749,3998.0
215011392,Stawell,2743.4313,8514.0
215011393,West Wimmera,5686.3869,3475.0
215011394,Yarriambiack,7139.5816,8090.0
215021395,Irymple,88.5725,8158.0
215021396,Merbein,101.7138,5049.0
215021398,Mildura Surrounds,21568.7961,4744.0
215021399,Red Cliffs,246.7231,6279.0
215021469,Mildura - North,25.117,16580.0
215021470,Mildura - South,50.9981,13386.0
215031400,Buloke,8068.6848,7608.0
215031401,Gannawarra,3568.3246,8048.0
215031402,Kerang,146.6076,4111.0
215031403,Robinvale,181.5961,4140.0
215031404,Swan Hill,126.5903,11452.0
215031405,Swan Hill Surrounds,5759.5788,7641.0
216011406,Echuca,183.9532,16318.0
216011407,Kyabram,738.862,11126.0
216011408,Lockington - Gunbower,1646.4376,4442.0
216011409,Rochester,351.6446,4494.0
216011410,Rushworth,1633.8861,4639.0
216021411,Cobram,131.7229,6501.0
216021412,Moira,1498.8283,3135.0
216021413,Numurkah,2320.6721,13212.0
216021414,Yarrawonga,94.6968,8480.0
216031415,Mooroopna,39.9733,7290.0
216031416,Shepparton - North,65.6581,17435.0
216031418,Shepparton Surrounds - East,1055.5777,4307.0
216031419,Shepparton Surrounds - West,1028.6793,10495.0
216031593,Kialla,77.4435,7043.0
216031594,Shepparton - South East,65.8306,15506.0
217011420,Glenelg (Vic.),6121.4257,9465.0
217011421,Hamilton (Vic.),198.3369,9672.0
217011422,Portland,63.985,11009.0
217011423,Southern Grampians,6562.6438,7480.0
217031471,Camperdown,98.1179,3617.0
217031472,Colac,54.7344,11596.0
217031473,Colac Surrounds,1934.2762,6378.0
217031474,Corangamite - North,2538.3285,6321.0
217031475,Corangamite - South,1805.2081,7766.0
217031476,Otway,1505.8895,3792.0
217041477,Moyne - East,3275.7989,7397.0
217041478,Moyne - West,2037.7626,9804.0
217041479,Warrnambool - North,62.4199,19475.0
217041480,Warrnambool - South,120.1957,12030.0
301011001,Alexandra Hills,13.6312,13081.0
301011002,Belmont - Gumdale,33.1072,6363.0
301011003,Birkdale,11.5988,12047.0
301011004,Capalaba,18.8892,17795.0
301011005,Thorneside,2.6658,3081.0
301011006,Wellington Point,9.404,9517.0
301021007,Cleveland,11.8549,13680.0
301021008,Ormiston,4.929,4767.0
301021009,Redland Bay,46.8996,13424.0
301021011,Sheldon - Mount Cotton,65.1972,7073.0
301021012,Thornlands,21.6475,13807.0
301021013,Victoria Point,13.4057,12934.0
301021550,North Stradbroke Island,277.1095,2503.0
301021551,Southern Moreton Bay Islands,39.9348,8577.0
301031014,Brisbane Port - Lytton,32.7859,9.0
301031015,Manly - Lota,4.1989,5877.0
301031016,Manly West,4.9055,9063.0
301031017,Murarrie,8.4389,12420.0
301031018,Tingalpa,8.9263,8013.0
301031019,Wakerley,5.1963,6961.0
301031020,Wynnum,6.1324,11042.0
301031021,Wynnum West - Hemmant,12.2743,14035.0
302011022,Bald Hills,13.3544,5722.0
302011023,Bridgeman Downs,9.4789,6835.0
302011024,Carseldine,4.5456,7600.0
302011025,Everton Park,4.1663,6819.0
302011026,McDowall,4.3856,5843.0
302021027,Aspley,6.258,10323.0
